Year,State,County,HAI,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,On_Track,Months,SIR_2015,Notes
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000147,Pomerado Hospital,Acute Care Hospital,"Community, <125 Beds",1,1.26,22724,0.79,0.04,3.91,Same,No,12,1.38,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",3,5.03,98138,0.60,0.15,1.62,Same,No,12,,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000150,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",3,1.50,50671,2.00,0.51,5.44,Same,No,12,,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000150,"Scripps Memorial Hospital, Encinitas, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4448,,,,,,12,,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000152,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",2,3.25,63266,0.62,0.10,2.04,Same,No,12,0.69,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000152,"Tri-City Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2008,,,,,,12,,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080001470,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,3,1.63,62540,1.84,0.47,5.00,Same,No,12,0.00,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000013,Alvarado Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",2,1.24,22215,1.61,0.27,5.33,Same,No,12,7.97,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000016,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",3,1.71,43064,1.76,0.45,4.79,Same,No,12,1.43,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000021,Sharp Chula Vista Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,3.48,67484,1.44,0.53,3.18,Same,No,12,0.82,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000025,Scripps Mercy Hospital,Acute Care Hospital,Major Teaching,7,6.47,97596,1.08,0.47,2.14,Same,No,12,0.68,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000033,Sharp Coronado Hospital and Healthcare Center,Acute Care Hospital,Major Teaching,0,0.27,7032,0.00,0.00,13.82,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000048,"Kindred Hospital, San Diego",Long-Term Acute Care Hospital,Long-Term Acute Care,3,2.42,18758,1.24,0.32,3.37,Same,No,12,2.97,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,Paradise Valley Hospital,Acute Care Hospital,"Community, >250 Beds",1,1.03,19427,0.97,0.05,4.78,Same,No,12,1.60,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,"Paradise Valley Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2767,,,,,,12,,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000154,UC San Diego Health Hillcrest,Acute Care Hospital,Major Teaching,7,7.74,77073,0.91,0.40,1.79,Same,No,12,,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000977,Vibra Hospital of San Diego,Long-Term Acute Care Hospital,Long-Term Acute Care,2,3.17,20090,0.63,0.11,2.08,Same,No,12,2.29,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090001116,UC San Diego Health La Jolla,Acute Care Hospital,Major Teaching,4,10.32,129976,0.39,0.12,0.94,Better,Yes,12,,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",3,4.21,93956,0.71,0.18,1.94,Same,No,12,1.82,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017096,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,1,3.63,69499,0.28,0.01,1.36,Same,Yes,12,0.84,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000002,"California Pacific Medical Center, California West Campus Hospital",Acute Care Hospital,Major Teaching,0,0.24,5914,0.00,0.00,15.44,Same,Yes,3,,¥ See Data Dictionary
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000003,Chinese Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.11,6063,,,,,,12,,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000008,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,1,3.62,68701,0.28,0.01,1.36,Same,Yes,12,0.27,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012,"Laguna Honda Hospital & Rehabilitation Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.01,425,,,,,,12,,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012,Laguna Honda Hospital & Rehabilitation Center,Acute Care Hospital,"Community, <125 Beds",0,0.00,177,,,,,,12,,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000018,"California Pacific Medical Center, Mission Bernal Campus",Acute Care Hospital,Major Teaching,1,1.52,31166,0.66,0.03,3.25,Same,No,12,,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,1,8.18,90604,0.12,0.01,0.60,Better,Yes,11,0.67,"Incomplete Reporter, interpret with caution"
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000022,"California Pacific Medical Center, Pacific Campus",Acute Care Hospital,Major Teaching,0,1.51,13915,0.00,0.00,1.98,Same,Yes,3,,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,2,4.70,76065,0.43,0.07,1.41,Same,Yes,12,,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023,"California Pacific Medical Center, Davies Campus Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.18,9512,,,,,,12,,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023,"California Pacific Medical Center, Davies Campus Hospital",Acute Care Hospital,Major Teaching,1,1.96,30375,0.51,0.03,2.52,Same,Yes,12,,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029,"Saint Francis Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3680,,,,,,12,,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,0.73,18205,0.00,0.00,5.08,Same,Yes,12,1.50,¥ See Data Dictionary
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030,"St. Mary's Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4048,,,,,,12,,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030,St. Mary's Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,1.08,20264,0.93,0.05,4.57,Same,No,12,0.00,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,11,14.31,155529,0.77,0.40,1.34,Same,No,12,0.50,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015778,UCSF Medical Center at Mission Bay,Acute Care Hospital,Major Teaching,2,5.08,92740,0.39,0.07,1.30,Same,Yes,12,,
2019,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016625,Kentfield Hospital San Francisco,Long-Term Acute Care Hospital,Long-Term Acute Care,0,2.02,13287,0.00,0.00,1.48,Same,Yes,12,,
2019,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000117,Dameron Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0.58,15080,3.47,0.42,12.55,Same,No,12,2.39,¥ See Data Dictionary
2019,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",0,0.52,15917,0.00,0.00,7.08,Same,Yes,12,1.78,¥ See Data Dictionary
2019,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000135,San Joaquin General Hospital,Acute Care Hospital,Major Teaching,8,2.67,51148,2.99,1.39,5.68,Worse,No,12,1.54,
2019,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000139,"Adventist Health Lodi Memorial, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1663,,,,,,12,,
2019,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000139,Adventist Health Lodi Memorial,Acute Care Hospital,"Community, 125-250 Beds",2,1.10,30247,1.82,0.31,6.01,Same,No,12,,
2019,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000141,Sutter Tracy Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.43,13964,0.00,0.00,8.57,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000143,St. Joseph's Medical Center Of Stockton,Acute Care Hospital,"Community, >250 Beds",5,4.86,98049,1.03,0.38,2.28,Same,No,12,1.01,
2019,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000973,"Kaiser Foundation Hospital, Manteca",Acute Care Hospital,"Community, <125 Beds",0,0.16,7757,,,,,,12,2.28,
2019,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000009,"Marian Regional Medical Center, Arroyo Grande, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6387,,,,,,12,,
2019,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000009,"Marian Regional Medical Center, Arroyo Grande",Acute Care Hospital,"Community, <125 Beds",0,0.24,7235,0.00,0.00,15.50,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000016,French Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0.92,20953,1.08,0.03,6.04,Same,No,12,0.00,¥ See Data Dictionary
2019,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000031,Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.96,24533,0.00,0.00,3.83,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000037,Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.66,17578,0.00,0.00,5.61,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000007,San Mateo Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.49,12744,0.00,0.00,7.51,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000009,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,"Community, <125 Beds",0,0.83,22651,0.00,0.00,4.44,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000010,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Major Teaching,1,1.13,34238,0.88,0.04,4.35,Same,No,12,0.00,
2019,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000017,Mills-Peninsula Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,2.40,55035,0.42,0.02,2.05,Same,Yes,12,2.20,
2019,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,0.80,25469,0.00,0.00,4.63,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000026,Seton Medical Center,Acute Care Hospital,Major Teaching,0,2.85,38477,0.00,0.00,1.05,Same,Yes,12,1.48,
2019,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000716,Menlo Park Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.01,401,,,,,,12,,
2019,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000017,Goleta Valley Cottage Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.13,4087,,,,,,12,0.00,
2019,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000018,Lompoc Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.17,7524,,,,,,12,4.70,
2019,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,2.56,58637,0.39,0.02,1.92,Same,Yes,12,0.41,
2019,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000030,Santa Ynez Valley Cottage Hospital,Critical Access Hospital,Critical Access,0,0.01,523,,,,,,12,,
2019,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000280,"Santa Barbara Cottage Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.17,9166,,,,,,12,,
2019,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,0,6.14,87197,0.00,0.00,0.49,Better,Yes,12,0.21,
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000133,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",4,5.63,78820,0.71,0.23,1.71,Same,No,12,1.16,
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000136,"El Camino Health Los Gatos, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,7092,,,,,,12,,
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000136,El Camino Health Los Gatos,Acute Care Hospital,"Community, 125-250 Beds",3,0.63,12849,4.75,0.98,13.89,Same,No,12,,¥ See Data Dictionary
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000146,O'Connor Hospital,Acute Care Hospital,Major Teaching,4,2.66,37732,1.51,0.48,3.63,Same,No,12,0.54,
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000149,"Santa Clara Valley Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.31,16436,3.20,0.08,17.83,Same,No,12,0.00,¥ See Data Dictionary
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,5,8.19,108388,0.61,0.22,1.35,Same,No,12,0.85,
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",1,2.07,50239,0.48,0.02,2.38,Same,Yes,12,0.00,
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",2,4.88,81425,0.41,0.07,1.36,Same,Yes,12,0.87,
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000154,"Mission Oaks Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4430,,,,,,11,,
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000154,Mission Oaks Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.00,0,,,,,,12,,
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.34,11438,0.00,0.00,10.75,Same,Yes,12,,¥ See Data Dictionary
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,4,3.57,103366,1.12,0.36,2.70,Same,No,12,0.89,
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",2,3.12,80179,0.64,0.11,2.11,Same,No,12,,
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,2,5.03,98468,0.40,0.07,1.31,Same,Yes,12,1.00,
2019,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,6,11.69,152682,0.51,0.21,1.07,Same,Yes,12,0.84,
2019,California,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000139,"Dominican Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5660,,,,,,12,,
2019,California,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000139,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,1.96,45959,0.00,0.00,1.53,Same,Yes,12,0.52,
2019,California,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000155,Watsonville Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.23,13044,0.00,0.00,15.95,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",0,0.09,5350,,,,,,12,,
2019,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000009,Mayers Memorial Hospital,Critical Access Hospital,Critical Access,0,0.04,1706,,,,,,12,,
2019,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000010,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",3,3.97,65434,0.76,0.19,2.06,Same,No,12,0.57,
2019,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000016,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,1.59,28718,0.63,0.03,3.11,Same,No,12,1.09,
2019,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000422,Vibra Hospital of Northern California,Long-Term Acute Care Hospital,Long-Term Acute Care,0,4.39,16499,0.00,0.00,0.68,Better,Yes,12,1.64,
2019,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000444,Patients' Hospital of Redding,Acute Care Hospital,"Community, <125 Beds",0,0.01,463,,,,,,12,,
2019,California,Siskiyou,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000012,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,0,0.07,3292,,,,,,12,,
2019,California,Siskiyou,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000019,Fairchild Medical Center,Critical Access Hospital,Critical Access,1,0.09,4248,,,,,,12,,
2019,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000010,Northbay Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,1.85,38202,0.54,0.03,2.67,Same,Yes,12,1.42,
2019,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.30,16000,0.00,0.00,12.13,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Acute Care Hospital,Major Teaching,1,1.86,41761,0.54,0.03,2.66,Same,Yes,12,0.00,
2019,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.66,20774,0.00,0.00,5.61,Same,Yes,12,1.45,¥ See Data Dictionary
2019,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000378,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.37,15346,0.00,0.00,9.93,Same,Yes,12,4.13,¥ See Data Dictionary
2019,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,0,1.30,33868,0.00,0.00,2.31,Same,Yes,12,0.00,
2019,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000007,Sutter Santa Rosa Regional Hospital,Acute Care Hospital,"Community, <125 Beds",0,1.30,29792,0.00,0.00,2.30,Same,Yes,12,0.00,
2019,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000009,Healdsburg District Hospital,Critical Access Hospital,Critical Access,0,0.05,2309,,,,,,12,,
2019,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000038,Sonoma Specialty Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.03,1423,,,,,,12,,
2019,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000040,Petaluma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.51,13157,0.00,0.00,7.17,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000056,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.07,2594,,,,,,9,,"Incomplete Reporter, interpret with caution"
2019,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000508,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,2,1.90,41226,1.06,0.18,3.48,Same,No,12,0.00,
2019,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268,"Santa Rosa Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4036,,,,,,12,,
2019,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268,Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",4,3.85,67318,1.04,0.33,2.50,Same,No,12,0.77,
2019,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000122,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",8,9.47,119316,0.84,0.39,1.60,Same,No,12,1.22,
2019,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",4,4.31,93559,0.93,0.30,2.24,Same,No,12,0.94,
2019,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000125,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,1.35,38866,1.49,0.25,4.91,Same,No,12,0.66,
2019,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000129,Central Valley Specialty Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,0,3.39,25153,0.00,0.00,0.88,Better,Yes,12,0.00,
2019,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000131,Oak Valley Hospital District,Acute Care Hospital,"Community, <125 Beds",0,0.06,2711,,,,,,12,,
2019,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001661,Stanislaus Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.01,658,,,,,,12,,
2019,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",3,1.65,46966,1.82,0.46,4.96,Same,No,12,,
2019,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016419,Encompass Health Rehabilitation Hospital of Modesto,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.22,11589,0.00,0.00,16.74,Same,Yes,12,,¥ See Data Dictionary
