Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,SIR_2015,On_Track,Months,Notes
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011683,"Kaiser Foundation Hospital, Modesto",Stanislaus,Acute Care Hospital,Community (125-250 Beds),0,1.450,37899,0.00,0.00,2.07,Same,,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Orange,Acute Care Hospital,Community (125-250 Beds),1,1.690,46380,0.59,0.03,2.91,Same,0.46,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011844,"Sutter Surgical Hospital, North Valley",Sutter,Acute Care Hospital,Community (<125 Beds),0,0.010,1283,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011959,"Kaiser Foundation Hospital, Moreno Valley",Riverside,Acute Care Hospital,Community (<125 Beds),0,0.620,17685,0.00,0.00,5.96,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012294,Loma Linda University Surgical Hospital,San Bernardino,Acute Care Hospital,Major Teaching,0,0.100,4540,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012364,"Kaiser Foundation Hospital, Vacaville",Solano,Acute Care Hospital,Major Teaching,2,1.250,28703,1.60,0.27,5.28,Same,0,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012380,Totally Kids Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.020,966,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012891,Hoag Orthopedic Institute,Orange,Acute Care Hospital,Community (<125 Beds),0,0.140,9482,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012960,Adventist Health Hanford,Kings,Acute Care Hospital,Community (125-250 Beds),7,2.070,42857,3.38,1.48,6.69,Worse,1.01,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012971,"Loma Linda University Medical Center, Murrieta",Riverside,Acute Care Hospital,Community (<125 Beds),0,1.210,31056,0.00,0.00,2.48,Same,0.76,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013398,"Kaiser Foundation Hospital, Ontario",San Bernardino,Acute Care Hospital,Community (125-250 Beds),0,1.990,47692,0.00,0.00,1.51,Same,0.74,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013873,Palomar Medical Center,San Diego,Acute Care Hospital,Community (>250 Beds),4,3.600,95819,1.11,0.35,2.68,Same,1.82,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013913,San Leandro Hospital,Alameda,Acute Care Hospital,Community (<125 Beds),0,0.530,12590,0.00,0.00,6.96,Same,2,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Orange,Acute Care Hospital,Major Teaching,1,3.130,61348,0.32,0.02,1.58,Same,0.7,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630014442,Temecula Valley Hospital,Riverside,Acute Care Hospital,Community (125-250 Beds),0,0.860,29362,0.00,0.00,4.27,Same,1.1,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015029,"Kaiser Foundation Hospital, San Leandro",Alameda,Acute Care Hospital,Community (125-250 Beds),1,1.730,52566,0.58,0.03,2.86,Same,0.5,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015551,Loma Linda University Children's Hospital,San Bernardino,Acute Care Hospital,Major Teaching,2,4.090,90751,0.49,0.08,1.61,Same,0.34,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015778,UCSF Medical Center at Mission Bay,San Francisco,Acute Care Hospital,Major Teaching,3,5.020,91646,0.60,0.15,1.63,Same,,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016419,HealthSouth Rehabilitation Hospital of Modesto,Stanislaus,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.190,9980,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016625,Kentfield Hospital San Francisco,San Francisco,Long-term Acute Care Hospital,LTAC,1,1.320,8976,0.76,0.04,3.74,Same,,Yes,9,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017096,"Kaiser Foundation Hospital, San Diego",San Diego,Acute Care Hospital,Major Teaching,0,2.510,46420,0.00,0.00,1.20,Same,,Yes,9,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000002,"California Hospital Medical Center, Los Angeles",Los Angeles,Acute Care Hospital,Major Teaching,3,3.830,74772,0.78,0.20,2.13,Same,1.58,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000003,"Promise Hospital of East Los Angeles, East L.A Campus",Los Angeles,Long-term Acute Care Hospital,LTAC,1,0.590,4844,1.70,0.04,9.46,Same,0,No,9,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000004,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,5,17.370,276049,0.29,0.11,0.64,Better,0.93,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000005,Alhambra Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1,0.830,20955,1.21,0.03,6.74,Same,1.21,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000005,"Alhambra Hospital Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.080,3993,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000008,Antelope Valley Hospital,Los Angeles,Acute Care Hospital,Community (>250 Beds),4,3.560,91533,1.12,0.36,2.71,Same,0.95,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000012,Beverly Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),2,1.580,38976,1.27,0.21,4.19,Same,2.54,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000013,Catalina Island Medical Center,Los Angeles,Critical Access Hospital,Critical Access,0,0.010,461,,,,,,,11,"Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000014,Barlow Respiratory Hospital,Los Angeles,Long-term Acute Care Hospital,LTAC,2,4.590,26215,0.44,0.07,1.44,Same,0.24,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015,Southern California Hospital at Culver City,Los Angeles,Acute Care Hospital,Community (>250 Beds),5,2.480,58642,2.02,0.74,4.47,Same,2.69,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015,"Southern California Hospital at Culver City, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.080,4103,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000020,Casa Colina Hospital,Los Angeles,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,1,0.410,21712,2.42,0.06,13.50,Same,0,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000022,Centinela Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),7,2.310,60885,3.03,1.33,6.00,Worse,0.7,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000022,"Centinela Hospital Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.060,3317,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026,Huntington Memorial Hospital,Los Angeles,Acute Care Hospital,Community (>250 Beds),5,7.480,122626,0.67,0.25,1.48,Same,0.51,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000027,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),1,1.960,36181,0.51,0.03,2.52,Same,0.88,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000028,West Hills Hospital & Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),6,2.110,43413,2.84,1.15,5.91,Worse,0,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000031,California Rehabilitation Institute,Los Angeles,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.460,24405,0.00,0.00,7.95,Same,,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000033,"Promise Hospital of East Los Angeles, Suburban Campus",Los Angeles,Long-term Acute Care Hospital,LTAC,11,10.040,40312,1.10,0.58,1.91,Same,1.12,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000034,Children's Hospital Los Angeles,Los Angeles,Acute Care Hospital,Pediatric,0,4.270,111176,0.00,0.00,0.70,Same,0.49,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000035,Silver Lake Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),0,0.400,12113,0.00,0.00,9.26,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000036,City of Hope Helford Clinical Research Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),6,6.890,71824,0.87,0.35,1.81,Same,0.82,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000038,Coast Plaza Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),1,0.520,12300,1.92,0.05,10.71,Same,0,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000039,"Kindred Hospital, South Bay",Los Angeles,Long-term Acute Care Hospital,LTAC,4,1.820,16068,2.19,0.70,5.29,Same,2.76,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000040,Community Hospital of Huntington Park,Los Angeles,Acute Care Hospital,Community (<125 Beds),0,0.290,14531,0.00,0.00,12.60,Same,3.67,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000041,San Gabriel Valley Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1,1.480,35701,0.67,0.03,3.32,Same,0.46,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000042,"Kindred Hospital, San Gabriel Valley",Los Angeles,Long-term Acute Care Hospital,LTAC,4,2.770,22184,1.44,0.46,3.48,Same,2.47,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000044,Marina Del Rey Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),3,0.450,13085,6.63,1.37,19.38,Worse,1.9,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000047,Lakewood Regional Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),3,2.080,40508,1.44,0.37,3.92,Same,1.69,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,Acute Care Hospital,Major Teaching,8,4.160,85329,1.92,0.89,3.65,Same,0.17,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000050,"Kaiser Foundation Hospital, Panorama City",Los Angeles,Acute Care Hospital,Community (125-250 Beds),2,1.730,41701,1.15,0.19,3.81,Same,0.62,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000052,"PIH Health Hospital, Downey",Los Angeles,Acute Care Hospital,Community (125-250 Beds),1,1.330,29165,0.75,0.04,3.70,Same,2.12,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000053,East Los Angeles Doctors Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),0,0.770,15225,0.00,0.00,4.82,Same,2.28,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000054,Encino Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1,0.580,12241,1.73,0.04,9.64,Same,0,No,10,"¥ See Data Dictionary, Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000056,Foothill Presbyterian Hospital - Johnston Memorial,Los Angeles,Acute Care Hospital,Community (<125 Beds),1,1.050,23068,0.95,0.05,4.69,Same,0.89,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000057,Pacific Alliance Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),0,0.700,19630,0.00,0.00,5.27,Same,2.88,Yes,11,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058,Garfield Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1,3.440,53595,0.29,0.02,1.43,Same,1.86,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058,"Garfield Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.110,5957,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000059,Adventist Health Glendale,Los Angeles,Acute Care Hospital,Community (>250 Beds),5,4.730,75317,1.06,0.39,2.34,Same,1.86,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000059,"Adventist Health Glendale, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.130,6583,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000060,Glendora Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1,0.540,14483,1.84,0.05,10.24,Same,4.14,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000062,Greater El Monte Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),0,0.660,15670,0.00,0.00,5.60,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063,Henry Mayo Newhall Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1,2.420,53810,0.41,0.02,2.04,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063,"Henry Mayo Newhall Hospital, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.040,1856,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000064,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,Community (<125 Beds),4,0.970,21120,4.12,1.12,10.55,Worse,8.75,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),4,2.140,61407,1.87,0.60,4.52,Same,0.62,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065,"Hollywood Presbyterian Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.090,4576,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066,Providence Holy Cross Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),9,3.750,81747,2.40,1.17,4.41,Worse,0.24,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066,"Providence Holy Cross Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.060,3010,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068,"Good Samaritan Hospital, Los Angeles",Los Angeles,Acute Care Hospital,Community (125-250 Beds),2,4.270,64535,0.47,0.08,1.55,Same,2.51,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000070,"Citrus Valley Medical Center, IC Campus",Los Angeles,Acute Care Hospital,Community (125-250 Beds),3,1.710,35198,1.76,0.45,4.78,Same,1.21,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000071,"Kaiser Foundation Hospital, South Bay",Los Angeles,Acute Care Hospital,Community (>250 Beds),3,1.940,46060,1.55,0.39,4.21,Same,1.38,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000072,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,Acute Care Hospital,Major Teaching,8,5.680,118218,1.41,0.66,2.68,Same,0.91,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000074,"Kaiser Foundation Hospital, Downey",Los Angeles,Acute Care Hospital,Community (>250 Beds),4,3.680,88399,1.09,0.35,2.62,Same,0.72,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000076,"Kaiser Foundation Hospital, West LA",Los Angeles,Acute Care Hospital,Community (125-250 Beds),2,1.390,40195,1.44,0.24,4.77,Same,0,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077,Palmdale Regional Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),0,1.620,38052,0.00,0.00,1.85,Same,3.22,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077,"Palmdale Regional Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.040,2114,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,Acute Care Hospital,Community (>250 Beds),2,3.680,70702,0.54,0.09,1.80,Same,0.81,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000082,Community Hospital Long Beach,Los Angeles,Acute Care Hospital,Community (<125 Beds),1,0.790,16649,1.27,0.03,7.06,Same,1.36,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000085,Los Angeles Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),6,1.050,28248,5.72,2.32,11.89,Worse,2.61,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000088,"Kindred Hospital, Los Angeles",Los Angeles,Long-term Acute Care Hospital,LTAC,15,3.790,28436,3.96,2.30,6.39,Worse,3.43,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000089,"Kindred Hospital, La Mirada",Los Angeles,Long-term Acute Care Hospital,LTAC,5,2.080,19047,2.41,0.88,5.33,Same,1.51,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000091,Providence Tarzana Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1,3.190,65522,0.31,0.02,1.55,Same,3.62,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000092,Memorial Hospital of Gardena,Los Angeles,Acute Care Hospital,Community (125-250 Beds),2,1.380,24102,1.45,0.24,4.80,Same,4.14,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000093,Glendale Memorial Hospital and Health Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),3,1.900,45590,1.58,0.40,4.31,Same,0.38,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000093,"Glendale Memorial Hospital and Health Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.070,3560,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095,Long Beach Memorial Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),5,6.100,95742,0.82,0.30,1.82,Same,1.08,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095,"Long Beach Memorial Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.140,7189,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096,Methodist Hospital of Southern California,Los Angeles,Acute Care Hospital,Community (>250 Beds),4,3.620,69800,1.11,0.35,2.67,Same,0.31,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096,"Methodist Hospital of Southern California, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.120,6274,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099,"PIH Health Hospital, Whittier",Los Angeles,Acute Care Hospital,Community (>250 Beds),2,3.910,68479,0.51,0.09,1.69,Same,0.84,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099,"PIH Health Hospital, Whittier, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.050,2457,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000100,Providence Saint John's Health Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),0,1.770,63053,0.00,0.00,1.69,Same,1.03,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),6,4.980,83231,1.21,0.49,2.51,Same,1.23,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101,"Providence Saint Joseph Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.050,2391,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103,"St. Mary Medical Center, Long Beach",Los Angeles,Acute Care Hospital,Community (>250 Beds),4,3.020,52385,1.32,0.42,3.19,Same,0.72,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103,"St. Mary Medical Center, Long Beach, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.090,4841,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000104,Saint Vincent Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),3,3.000,60180,1.00,0.26,2.73,Same,1,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000104,"Saint Vincent Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.100,5386,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000105,Olympia Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),0,1.390,25081,0.00,0.00,2.15,Same,2.03,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000107,Monrovia Memorial Hospital,Los Angeles,Long-term Acute Care Hospital,LTAC,1,1.360,12841,0.74,0.04,3.63,Same,0.82,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000108,Monterey Park Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),0,0.480,22058,0.00,0.00,7.64,Same,3.84,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111,Northridge Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),2,2.670,50993,0.75,0.13,2.47,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111,"Northridge Hospital Medical Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.100,5454,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000112,Norwalk Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),1,0.470,15912,2.13,0.05,11.87,Same,,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000114,College Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),0,1.410,25131,0.00,0.00,2.13,Same,0.57,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000123,Pomona Valley Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),4,5.270,100584,0.76,0.24,1.83,Same,1.7,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000125,San Dimas Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),0,0.570,14932,0.00,0.00,6.50,Same,1.49,Yes,12,¥ See Data Dictionary
