Year,State,County,HAI,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Months,Notes
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000013,Alvarado Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0.63,11357,6.36,1.73,16.28,Worse,6,¥ See Data Dictionary
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000150,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",0,0.89,28157,0.00,0.00,4.15,Same,6,¥ See Data Dictionary
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",0,2.82,50248,0.00,0.00,1.06,Same,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000016,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",0,0.87,21912,0.00,0.00,4.25,Same,6,¥ See Data Dictionary
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017096,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,0,1.74,30486,0.00,0.00,1.72,Same,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000154,UC San Diego Health Hillcrest,Acute Care Hospital,Major Teaching,7,3.57,39141,1.96,0.86,3.87,Same,6,
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,1,3.88,42163,0.26,0.01,1.27,Same,6,
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029,"Saint Francis Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.03,1794,,,,,6,
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0.43,8211,2.30,0.06,12.83,Same,6,¥ See Data Dictionary
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000008,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,0,2.27,33642,0.00,0.00,1.32,Same,6,
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,4,7.27,78673,0.55,0.18,1.33,Same,6,
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030,"St. Mary's Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1633,,,,,6,
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030,St. Mary's Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.36,8116,0.00,0.00,10.34,Same,6,¥ See Data Dictionary
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012,Laguna Honda Hospital & Rehabilitation Center,Acute Care Hospital,"Community, <125 Beds",0,0.00,186,,,,,6,
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012,"Laguna Honda Hospital & Rehabilitation Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.01,426,,,,,6,
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000003,Chinese Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.07,3104,,,,,6,
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023,"California Pacific Medical Center, Davies Campus Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4234,,,,,6,
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023,"California Pacific Medical Center, Davies Campus Hospital",Acute Care Hospital,Major Teaching,0,0.36,7313,0.00,0.00,10.37,Same,6,¥ See Data Dictionary
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015778,UCSF Medical Center at Mission Bay,Acute Care Hospital,Major Teaching,3,2.38,44559,1.26,0.32,3.43,Same,6,
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016625,Kentfield Hospital San Francisco,Long-Term Acute Care Hospital,Long-Term Acute Care,0,0.81,5652,0.00,0.00,4.54,Same,5,"Incomplete Reporter, interpret with caution"
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,2,2.95,44028,0.68,0.11,2.24,Same,6,
2020H2,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000018,"California Pacific Medical Center, Mission Bernal Campus",Acute Care Hospital,Major Teaching,0,0.59,11007,0.00,0.00,6.21,Same,6,¥ See Data Dictionary
2020H2,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000143,St. Joseph's Medical Center Of Stockton,Acute Care Hospital,"Community, >250 Beds",0,1.84,49701,0.00,0.00,1.63,Same,6,
2020H2,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",1,0.30,7544,3.30,0.08,18.36,Same,6,¥ See Data Dictionary
2020H2,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000139,"Adventist Health Lodi Memorial, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.07,3861,,,,,6,
2020H2,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000139,Adventist Health Lodi Memorial,Acute Care Hospital,"Community, 125-250 Beds",3,0.59,15134,5.07,1.05,14.82,Worse,6,¥ See Data Dictionary
2020H2,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000141,Sutter Tracy Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.34,6956,0.00,0.00,10.90,Same,6,¥ See Data Dictionary
2020H2,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000117,Dameron Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,0.38,7496,0.00,0.00,9.83,Same,6,¥ See Data Dictionary
2020H2,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000135,San Joaquin General Hospital,Acute Care Hospital,Major Teaching,5,1.61,28511,3.10,1.14,6.86,Worse,6,
2020H2,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000973,"Kaiser Foundation Hospital, Manteca",Acute Care Hospital,"Community, <125 Beds",0,0.09,4227,,,,,6,
2020H2,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000016,French Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.35,9823,0.00,0.00,10.66,Same,6,¥ See Data Dictionary
2020H2,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000009,"Marian Regional Medical Center, Arroyo Grande, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3109,,,,,6,
2020H2,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000009,"Marian Regional Medical Center, Arroyo Grande",Acute Care Hospital,"Community, <125 Beds",0,0.14,3820,,,,,6,
2020H2,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000037,Tenet Health Central Coast Twin Cities Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.35,8432,0.00,0.00,10.69,Same,6,¥ See Data Dictionary
2020H2,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000031,Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.45,11710,0.00,0.00,8.26,Same,6,¥ See Data Dictionary
2020H2,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,0.31,10242,0.00,0.00,11.79,Same,6,¥ See Data Dictionary
2020H2,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000010,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Major Teaching,0,0.57,15878,0.00,0.00,6.49,Same,6,¥ See Data Dictionary
2020H2,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000009,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,"Community, <125 Beds",0,0.47,12595,0.00,0.00,7.84,Same,6,¥ See Data Dictionary
2020H2,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.00,0,,,,,0,"Incomplete Reporter, interpret with caution"
2020H2,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000007,San Mateo Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.16,6243,,,,,6,
2020H2,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000716,Menlo Park Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.00,159,,,,,5,"Incomplete Reporter, interpret with caution"
2020H2,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000017,Mills-Peninsula Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,1.31,24298,0.00,0.00,2.29,Same,6,
2020H2,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,1.16,29281,0.00,0.00,2.58,Same,6,
2020H2,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000030,Santa Ynez Valley Cottage Hospital,Critical Access Hospital,Critical Access,0,0.00,102,,,,,6,
2020H2,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000017,Goleta Valley Cottage Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.07,1637,,,,,6,
2020H2,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000280,"Santa Barbara Cottage Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4159,,,,,6,
2020H2,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,1,2.08,36960,0.48,0.02,2.38,Same,6,
2020H2,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,0,0.16,5032,,,,,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,9,7.10,88208,1.27,0.62,2.33,Same,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",1,2.16,39671,0.46,0.02,2.29,Same,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",1,1.13,25236,0.89,0.04,4.38,Same,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000146,O'Connor Hospital,Acute Care Hospital,Major Teaching,1,1.26,22177,0.80,0.04,3.93,Same,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,2,2.62,45867,0.76,0.13,2.52,Same,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.18,6140,,,,,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,1.80,52155,0.56,0.03,2.74,Same,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000149,"Santa Clara Valley Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.16,8271,,,,,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,3,4.51,49097,0.67,0.17,1.81,Same,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",2,2.02,34682,0.99,0.17,3.27,Same,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000133,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",3,2.01,34082,1.49,0.38,4.06,Same,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000136,"El Camino Health Los Gatos, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3826,,,,,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000136,El Camino Health Los Gatos,Acute Care Hospital,"Community, 125-250 Beds",0,0.42,6375,0.00,0.00,8.84,Same,6,¥ See Data Dictionary
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000154,Mission Oaks Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.00,0,,,,,6,
2020H2,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000154,"Mission Oaks Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2473,,,,,6,
2020H2,California,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",0,0.04,2481,,,,,6,
2020H2,California,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000139,"Dominican Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3100,,,,,6,
2020H2,California,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000139,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,1.46,20653,1.37,0.23,4.52,Same,6,
2020H2,California,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000155,Watsonville Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.12,6583,,,,,6,
2020H2,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000444,Patients' Hospital of Redding,Acute Care Hospital,"Community, <125 Beds",0,0.00,174,,,,,6,
2020H2,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000010,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",3,2.21,33047,1.36,0.35,3.70,Same,6,
2020H2,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000016,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0.88,13962,2.27,0.28,8.21,Same,6,¥ See Data Dictionary
2020H2,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000422,Vibra Hospital of Northern California,Long-Term Acute Care Hospital,Long-Term Acute Care,0,0.73,6303,0.00,0.00,5.02,Same,6,¥ See Data Dictionary
2020H2,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000009,Mayers Memorial Hospital,Critical Access Hospital,Critical Access,0,0.02,894,,,,,6,
2020H2,California,Siskiyou,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000012,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,0,0.03,1615,,,,,6,
2020H2,California,Siskiyou,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000019,Fairchild Medical Center,Critical Access Hospital,Critical Access,0,0.05,2311,,,,,6,
2020H2,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.35,10151,0.00,0.00,10.49,Same,6,¥ See Data Dictionary
2020H2,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000010,Northbay Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,1.27,20163,0.00,0.00,2.36,Same,6,
2020H2,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000378,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.19,5533,,,,,6,
2020H2,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.14,7166,,,,,6,
2020H2,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Acute Care Hospital,Major Teaching,0,1.07,20046,0.00,0.00,2.80,Same,6,
2020H2,California,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,0,0.96,17442,0.00,0.00,3.83,Same,6,¥ See Data Dictionary
2020H2,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000007,Sutter Santa Rosa Regional Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.86,15769,0.00,0.00,4.29,Same,6,¥ See Data Dictionary
2020H2,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000040,Petaluma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.22,4724,0.00,0.00,16.58,Same,6,¥ See Data Dictionary
2020H2,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268,"Providence Santa Rosa Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.14,7377,,,,,6,
2020H2,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",4,2.35,31045,1.70,0.54,4.11,Same,6,
2020H2,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000508,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,1,0.87,20607,1.15,0.03,6.42,Same,6,¥ See Data Dictionary
2020H2,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000056,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.03,1615,,,,,6,
2020H2,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000009,Healdsburg Hospital,Critical Access Hospital,Critical Access,0,0.03,1495,,,,,6,
2020H2,California,Sonoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000038,Sonoma Specialty Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.00,0,,,,,0,"Incomplete Reporter, interpret with caution"
2020H2,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000122,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",7,4.31,58208,1.62,0.71,3.21,Same,6,
2020H2,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",1,2.96,50733,0.34,0.02,1.67,Same,6,
2020H2,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000125,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0.73,18666,2.76,0.33,9.95,Same,6,¥ See Data Dictionary
2020H2,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000129,Central Valley Specialty Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,0,0.00,0,,,,,0,"Incomplete Reporter, interpret with caution"
2020H2,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",0,0.97,24271,0.00,0.00,3.81,Same,6,¥ See Data Dictionary
2020H2,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001661,Stanislaus Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.01,307,,,,,6,
2020H2,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000131,Oak Valley Hospital District,Acute Care Hospital,"Community, <125 Beds",0,0.05,1716,,,,,6,
2020H2,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016419,Encompass Health Rehabilitation Hospital of Modesto,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.10,5465,,,,,6,
2020H2,California,Sutter,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",0,0.01,745,,,,,6,
2020H2,California,Tehama,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000020,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,1,0.18,6242,,,,,6,
2020H2,California,Trinity,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000022,Trinity Hospital,Critical Access Hospital,Critical Access,0,0.03,1240,,,,,6,
2020H2,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0.44,11346,6.84,1.41,19.99,Worse,6,¥ See Data Dictionary
2020H2,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",0,0.08,4312,,,,,6,
2020H2,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444,"Kaweah Delta Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.00,0,,,,,0,
2020H2,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001874,Porterville Developmental Center,Acute Care Hospital,"Community, <125 Beds",0,0.00,81,,,,,6,
2020H2,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444,Kaweah Delta Medical Center,Acute Care Hospital,Major Teaching,10,3.03,57755,3.31,1.68,5.89,Worse,6,
2020H2,California,Tuolumne,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001799,Adventist Health Sonora,Acute Care Hospital,"Community, <125 Beds",0,0.23,8245,0.00,0.00,15.87,Same,6,¥ See Data Dictionary
2020H2,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,1,2.81,28692,0.36,0.02,1.75,Same,6,
2020H2,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000035,"St Johns Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,2985,,,,,6,
2020H2,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.92,23337,0.00,0.00,4.03,Same,6,¥ See Data Dictionary
2020H2,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",1,1.70,35078,0.59,0.03,2.90,Same,6,
2020H2,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.34,7755,0.00,0.00,10.75,Same,6,¥ See Data Dictionary
2020H2,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",1,0.68,18800,1.47,0.04,8.21,Same,6,¥ See Data Dictionary
2020H2,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050001468,Thousand Oaks Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.01,910,,,,,6,
2020H2,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,1,0.87,15082,1.15,0.03,6.41,Same,6,¥ See Data Dictionary
2020H2,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000023,Ojai Valley Community Hospital,Critical Access Hospital,Critical Access,0,0.01,301,,,,,6,
2020H2,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630010957,"Ventura County Medical Center, Santa Paula Hospital",Acute Care Hospital,Major Teaching,0,0.08,2272,,,,,6,
